table,dataset,row_label,imr,metric,reported_value,reported_std,source_id,source_line,evidence_scope,group_id
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.3,0.5,0.7)",Acc,1.9,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.3,0.5,0.7)",w-F1,2.39,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.3,0.7,0.5)",Acc,1.89,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.3,0.7,0.5)",w-F1,2.42,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.5,0.3,0.7)",Acc,0.25,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.5,0.3,0.7)",w-F1,0.27,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.5,0.7,0.3)",Acc,2.08,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.5,0.7,0.3)",w-F1,1.78,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.7,0.3,0.5)",Acc,0.83,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.7,0.3,0.5)",w-F1,0.7,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.7,0.5,0.3)",Acc,1.44,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MMGCN),"(0.7,0.5,0.3)",w-F1,1.18,,T3,45,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.3,0.5,0.7)",Acc,3.55,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.3,0.5,0.7)",w-F1,3.84,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.3,0.7,0.5)",Acc,4.83,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.3,0.7,0.5)",w-F1,5.46,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.5,0.3,0.7)",Acc,3.68,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.5,0.3,0.7)",w-F1,4.0,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.5,0.7,0.3)",Acc,4.49,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.5,0.7,0.3)",w-F1,4.71,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.7,0.3,0.5)",Acc,3.59,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.7,0.3,0.5)",w-F1,3.87,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.7,0.5,0.3)",Acc,3.91,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MMGCN],"(0.7,0.5,0.3)",w-F1,4.15,,T3,46,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.3,0.5,0.7)",Acc,82.17,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.3,0.5,0.7)",w-F1,81.76,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.3,0.7,0.5)",Acc,78.37,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.3,0.7,0.5)",w-F1,78.14,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.5,0.3,0.7)",Acc,84.18,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.5,0.3,0.7)",w-F1,83.92,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.5,0.7,0.3)",Acc,78.87,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.5,0.7,0.3)",w-F1,79.03,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.7,0.3,0.5)",Acc,84.37,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.7,0.3,0.5)",w-F1,84.3,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.7,0.5,0.3)",Acc,81.89,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN,"(0.7,0.5,0.3)",w-F1,81.69,,T3,48,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.3,0.5,0.7)",Acc,82.06,0.43,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.3,0.5,0.7)",w-F1,81.73,0.45,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.3,0.7,0.5)",Acc,78.81,0.58,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.3,0.7,0.5)",w-F1,78.5,0.63,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.5,0.3,0.7)",Acc,84.34,0.44,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.5,0.3,0.7)",w-F1,84.14,0.39,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.5,0.7,0.3)",Acc,79.36,0.39,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.5,0.7,0.3)",w-F1,79.19,0.39,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.7,0.3,0.5)",Acc,84.78,0.21,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.7,0.3,0.5)",w-F1,84.68,0.26,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.7,0.5,0.3)",Acc,82.53,0.35,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+BALM,"(0.7,0.5,0.3)",w-F1,82.29,0.28,T3,49,existing_table_transcription_only,
3,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",Acc,82.75,0.22,T3,51,run_summary_and_log_excerpt_verified,G31
3,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",w-F1,82.72,0.17,T3,51,run_summary_and_log_excerpt_verified,G31
3,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",Acc,79.82,0.21,T3,51,run_summary_and_log_excerpt_verified,G32
3,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",w-F1,79.49,0.2,T3,51,run_summary_and_log_excerpt_verified,G32
3,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",Acc,84.81,0.07,T3,51,run_summary_and_log_excerpt_verified,G33
3,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",w-F1,84.72,0.14,T3,51,run_summary_and_log_excerpt_verified,G33
3,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",Acc,79.82,0.23,T3,51,run_summary_and_log_excerpt_verified,G34
3,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",w-F1,79.55,0.05,T3,51,run_summary_and_log_excerpt_verified,G34
3,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",Acc,84.96,0.29,T3,51,run_summary_and_log_excerpt_verified,G35
3,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",w-F1,84.85,0.27,T3,51,run_summary_and_log_excerpt_verified,G35
3,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",Acc,82.86,0.67,T3,51,run_summary_and_log_excerpt_verified,G36
3,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",w-F1,82.68,0.6,T3,51,run_summary_and_log_excerpt_verified,G36
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.3,0.5,0.7)",Acc,0.58,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.3,0.5,0.7)",w-F1,0.96,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.3,0.7,0.5)",Acc,1.45,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.3,0.7,0.5)",w-F1,1.35,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.5,0.3,0.7)",Acc,0.63,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.5,0.3,0.7)",w-F1,0.8,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.5,0.7,0.3)",Acc,0.95,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.5,0.7,0.3)",w-F1,0.52,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.7,0.3,0.5)",Acc,0.59,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.7,0.3,0.5)",w-F1,0.55,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.7,0.5,0.3)",Acc,0.97,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original MM-DFN),"(0.7,0.5,0.3)",w-F1,0.99,,T3,52,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.5,0.7)",Acc,3.58,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.5,0.7)",w-F1,3.97,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.7,0.5)",Acc,4.44,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.7,0.5)",w-F1,5.18,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.3,0.7)",Acc,3.48,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.3,0.7)",w-F1,3.85,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.7,0.3)",Acc,4.11,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.7,0.3)",w-F1,4.31,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.3,0.5)",Acc,3.69,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.3,0.5)",w-F1,3.98,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.5,0.3)",Acc,3.78,,T3,53,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.5,0.3)",w-F1,4.03,,T3,53,existing_table_transcription_only,
